response,horizon,beta,F_stat,partial_R2,AR_stat,AR_p_value,AR_CI_lower,AR_CI_upper,AR_CI_bounded,AR_reject,weak_iv_flag,nobs,baseline_sign,directional_stability_score,supporting_sources,conflicting_sources,source_count,weak_iv_robust_status
ln_compensation_ea20_real,0,-4.8755378922384294e-08,0.20642234843362534,0.0040311808356581985,0.003632396931398513,0.951941096973348,-inf,inf,False,False,weak_iv_risk,67,negative,0.6666666666666666,"ols,dax,lag_2,cumulative","lag_1,lag_4",6,directional_only
ln_compensation_ea20_real,1,5.325260872094897e-08,0.21982700461757448,0.004377295138777798,1.2387528349580021,0.26571154837598704,-inf,inf,False,False,weak_iv_risk,66,positive,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
ln_compensation_ea20_real,2,1.0817813225740875e-09,0.24337593841520527,0.00494230815368094,1.3479988209864906,0.2456282704911654,-inf,inf,False,False,weak_iv_risk,65,positive,0.8333333333333334,"ols,lag_1,lag_2,lag_4,cumulative",dax,6,directional_only
ln_compensation_ea20_real,4,-1.849962648108764e-08,0.16606018789285695,0.0035207559679848615,5.605858005376808,0.017900527148402116,-inf,inf,False,True,weak_iv_risk,63,negative,0.6666666666666666,"ols,dax,lag_2,cumulative","lag_1,lag_4",6,directional_only
ln_compensation_ea20_real,8,-7.261266498064533e-08,0.04747973874010471,0.0011029621020385973,0.013750144529177614,0.9066532211206128,-inf,inf,False,False,weak_iv_risk,59,negative,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
ln_compensation_ea20_real,12,-8.914583196576224e-08,0.015702461606945408,0.0004024651772551648,4.395341980640016,0.03603723159387677,-inf,inf,False,True,weak_iv_risk,55,negative,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
ln_ecb_assets_ea_stock,0,3.7078078200004777e-07,0.20642234843362534,0.0040311808356581985,0.1934410330393229,0.6600679745764125,-inf,inf,False,False,weak_iv_risk,67,positive,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
ln_ecb_assets_ea_stock,1,2.937529343633726e-07,0.21982700461757448,0.004377295138777798,0.5598505168676267,0.4543204778563876,-inf,inf,False,False,weak_iv_risk,66,positive,0.8333333333333334,"ols,dax,lag_2,lag_4,cumulative",lag_1,6,directional_only
ln_ecb_assets_ea_stock,2,5.161067298844133e-07,0.24337593841520527,0.00494230815368094,2.085612311720404,0.14869259049667158,-inf,inf,False,False,weak_iv_risk,65,positive,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
ln_ecb_assets_ea_stock,4,5.309712163357497e-07,0.16606018789285695,0.0035207559679848615,0.8161701208332497,0.36630231739667163,-inf,inf,False,False,weak_iv_risk,63,positive,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
ln_ecb_assets_ea_stock,8,3.731987459706466e-07,0.04747973874010471,0.0011029621020385973,1.055184879587934,0.3043159771777487,-inf,inf,False,False,weak_iv_risk,59,positive,0.8333333333333334,"ols,dax,lag_1,lag_2,cumulative",lag_4,6,directional_only
ln_ecb_assets_ea_stock,12,-1.977062277607772e-07,0.015702461606945408,0.0004024651772551648,0.4646693936147165,0.4954497730664611,-inf,inf,False,False,weak_iv_risk,55,negative,0.8333333333333334,"ols,dax,lag_1,lag_2,lag_4",cumulative,6,directional_only
ln_hh_loans_ea_stock,0,1.0575137255283765e-08,0.20642234843362534,0.0040311808356581985,1.2986343166853636,0.2544628321110574,-inf,inf,False,False,weak_iv_risk,67,positive,0.8333333333333334,"ols,dax,lag_1,lag_2,cumulative",lag_4,6,directional_only
ln_hh_loans_ea_stock,1,-6.738819222877943e-09,0.21982700461757448,0.004377295138777798,1.4685413536312366,0.22557597630889806,-inf,inf,False,False,weak_iv_risk,66,negative,0.6666666666666666,"dax,lag_1,lag_2,lag_4","ols,cumulative",6,directional_only
ln_hh_loans_ea_stock,2,-3.5087833181991706e-09,0.24337593841520527,0.00494230815368094,0.9222140048835611,0.3368943176235063,-inf,inf,False,False,weak_iv_risk,65,negative,0.6666666666666666,"dax,lag_1,lag_2,lag_4","ols,cumulative",6,directional_only
ln_hh_loans_ea_stock,4,-8.394665601839351e-09,0.16606018789285695,0.0035207559679848615,2.881630166072884,0.08959527666634672,-inf,inf,False,True,weak_iv_risk,63,negative,0.8333333333333334,"dax,lag_1,lag_2,lag_4,cumulative",ols,6,directional_only
ln_hh_loans_ea_stock,8,-5.3015346710466004e-08,0.04747973874010471,0.0011029621020385973,0.03135702548562838,0.8594462187281514,-inf,inf,False,False,weak_iv_risk,59,negative,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
ln_hh_loans_ea_stock,12,-1.1372289300166339e-07,0.015702461606945408,0.0004024651772551648,2.7300935861791227,0.0984735143732001,-inf,inf,False,True,weak_iv_risk,55,negative,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
ln_house_price_de_real,0,1.3833017289775451e-08,0.20642234843362534,0.0040311808356581985,1.1983524687304064,0.2736512155119061,-inf,inf,False,False,weak_iv_risk,67,positive,0.8333333333333334,"ols,dax,lag_1,lag_2,cumulative",lag_4,6,directional_only
ln_house_price_de_real,1,4.672075420134355e-08,0.21982700461757448,0.004377295138777798,0.41098540527422384,0.5214697758710026,-inf,inf,False,False,weak_iv_risk,66,positive,0.8333333333333334,"ols,dax,lag_1,lag_2,cumulative",lag_4,6,directional_only
ln_house_price_de_real,2,6.07529760823997e-08,0.24337593841520527,0.00494230815368094,0.9536246287812777,0.3287983921578869,-inf,inf,False,False,weak_iv_risk,65,positive,0.8333333333333334,"ols,dax,lag_1,lag_2,cumulative",lag_4,6,directional_only
ln_house_price_de_real,4,5.690934820462619e-08,0.16606018789285695,0.0035207559679848615,1.0105089800182256,0.3147809340350689,-inf,inf,False,False,weak_iv_risk,63,positive,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
ln_house_price_de_real,8,1.3246495266001344e-08,0.04747973874010471,0.0011029621020385973,0.5018089046108241,0.4787063817302724,-inf,inf,False,False,weak_iv_risk,59,positive,0.6666666666666666,"dax,lag_1,lag_2,cumulative","ols,lag_4",6,directional_only
ln_house_price_de_real,12,6.871932936282943e-08,0.015702461606945408,0.0004024651772551648,14.493824451919945,0.00014061978174362063,-inf,inf,False,True,weak_iv_risk,55,positive,0.6666666666666666,"lag_1,lag_2,lag_4,cumulative","ols,dax",6,directional_only
ln_nfc_loans_ea_stock,0,7.129894900191862e-09,0.20642234843362534,0.0040311808356581985,2.700671433560423,0.10030599577439915,-inf,inf,False,False,weak_iv_risk,67,positive,0.6666666666666666,"ols,dax,lag_2,cumulative","lag_1,lag_4",6,directional_only
ln_nfc_loans_ea_stock,1,-1.5822346512696376e-08,0.21982700461757448,0.004377295138777798,8.063563738221074,0.004516426221976383,-inf,inf,False,True,weak_iv_risk,66,negative,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
ln_nfc_loans_ea_stock,2,-1.1292066153824959e-08,0.24337593841520527,0.00494230815368094,3.8159276699753915,0.05076748533758585,-inf,inf,False,True,weak_iv_risk,65,negative,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
ln_nfc_loans_ea_stock,4,-4.683826915168857e-08,0.16606018789285695,0.0035207559679848615,1.159499415005364,0.28156938154045985,-inf,inf,False,False,weak_iv_risk,63,negative,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
ln_nfc_loans_ea_stock,8,-1.3357231425341767e-07,0.04747973874010471,0.0011029621020385973,3.3534033230018787,0.06706622031171275,-inf,inf,False,True,weak_iv_risk,59,negative,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
ln_nfc_loans_ea_stock,12,-2.41018940369883e-07,0.015702461606945408,0.0004024651772551648,6.450152104267828,0.011094284381409672,-inf,inf,False,True,weak_iv_risk,55,negative,1.0,"ols,dax,lag_1,lag_2,lag_4,cumulative",,6,directional_only
